"gene","SE_Intercept","SE_x"
"gene_596",0.0560401633803343,0.0615957858220022
"gene_597",0.23913167958287,0.263011202161584
"gene_598",0.057281853202082,0.0629629117566161
"gene_599",0.0578337870480422,0.0634470731214922
"gene_600",0.0460420911701562,0.0505109758628692
"gene_601",0.0391757971717563,0.0429794699322609
"gene_602",0.0564266612636412,0.061944040142141
"gene_603",0.0453438943968685,0.0497558675476902
"gene_604",0.0387854421046414,0.0425669706102548
"gene_605",0.0490716804156259,0.0538407786975837
"gene_606",0.0637867220412479,0.0703421901920806
"gene_607",0.0488777130172879,0.0536346139017586
"gene_608",0.0427082645067773,0.0468543083234545
"gene_609",0.067578500782559,0.0742155297290959
"gene_610",0.0483452968667056,0.0530777382712809
"gene_611",0.039124317757002,0.0429302378975967
"gene_612",0.0565864226661359,0.0620875572840918
"gene_613",0.0472771361205881,0.0518827812960632
"gene_614",0.196722581984889,0.218145277243406
"gene_615",0.0889402378068516,0.0977967926128238
"gene_616",0.0402349664980417,0.0441398660220253
"gene_617",0.0774917255516604,0.0852857694230194
"gene_618",0.0407654061222441,0.0447235862917515
"gene_619",0.055078866478808,0.0604761432404444
"gene_620",0.0770267246716203,0.0845920496628957
"gene_621",0.0662116503322501,0.0727915674529835
"gene_622",0.123348707698642,0.136249510537641
"gene_623",0.153758439551536,0.169297102420605
"gene_624",0.0471538884804603,0.0517313336756954
"gene_625",0.0463410685436468,0.0508870001082695
"gene_626",0.0881616912652633,0.0967002558188018
"gene_627",0.0478744487587325,0.0525300891009862
"gene_628",0.0647772134650888,0.0710441867698394
"gene_629",0.0830565678390977,0.0911535214107049
"gene_630",0.0645479696381543,0.071028876968043
"gene_631",0.0492310408872104,0.0540623150487588
"gene_632",0.0488831155046647,0.053653581676718
"gene_633",0.0567149029560753,0.062335403450164
"gene_634",0.0463546285656313,0.0508970078388346
"gene_635",0.121242050690715,0.13438215326687
"gene_636",0.0426936208258374,0.0469596756974561
"gene_637",0.0510502671989857,0.0560293916109064
"gene_638",0.0572891503157178,0.0629109680866236
"gene_639",0.0971858966688101,0.106959512696676
"gene_640",0.0464044161152294,0.0509490007108816
"gene_641",0.16019295310458,0.175614151751682
"gene_642",0.0534770768457283,0.0588224682743981
"gene_643",0.0439701015530092,0.048236837596746
"gene_644",0.036974275030259,0.0405678606334585
"gene_645",0.0594331144637589,0.0652622440220957
"gene_646",0.0570950111182263,0.0626385767354941
"gene_647",0.0449725957407582,0.0493428997979153
"gene_648",0.0642649303681463,0.0705209194520188
"gene_649",0.14724726510527,0.161651085425816
"gene_650",0.0641905651412912,0.0704394130529337
"gene_651",0.0419635271826007,0.0461782576229849
"gene_652",0.152769687306685,0.167530051066365
"gene_653",0.143638909335517,0.157779621423053
"gene_654",0.0725080655073164,0.0796556151085382
"gene_655",0.202912615852038,0.222823326807352
"gene_656",0.0623337049286553,0.0684365960471119
"gene_657",0.0413865455907472,0.045401967780412
"gene_658",0.118479806202756,0.130518286429676
"gene_659",0.044835710872391,0.0491964456993347
"gene_660",0.0466663805478373,0.0512447892767333
"gene_661",0.0880607733496808,0.0965973971807544
"gene_662",0.062897215752294,0.069015945959687
"gene_663",0.0635337445426627,0.0697575061108684
"gene_664",0.121543769283249,0.13424214094339
"gene_665",0.0614819967003191,0.0674737343412542
"gene_666",0.0429805425933122,0.0471659996292339
"gene_667",0.0998501176547821,0.109732231795969
"gene_668",0.0612314544960348,0.0674140613301683
"gene_669",0.0615599580422792,0.0675389130861488
"gene_670",0.0431059004994522,0.0472919875297079
"gene_671",0.0439274861797703,0.048206857791795
"gene_672",0.12922867995653,0.148212493098327
"gene_673",0.110713614524818,0.12155937747007
"gene_674",0.105502672603147,0.115974446188298
"gene_675",0.0497806100815626,0.0546119823366169
"gene_676",0.0408212764066067,0.0447826541029151
"gene_677",0.0454052910347885,0.0498109400175223
"gene_678",0.169946467057531,0.186895755709894
"gene_679",0.0623627614951852,0.0694716913291994
"gene_680",0.184225052784171,0.201917696242944
"gene_681",0.0659670620148422,0.0723937550690681
"gene_682",0.0659638346469285,0.0723744315316612
"gene_683",0.0646587559847768,0.0712775869127591
"gene_684",0.0477959460790254,0.052545692982242
"gene_685",0.0815842761602444,0.0895299189856765
"gene_686",0.0507967206154873,0.0558175674544018
"gene_687",0.0917687945432354,0.100996508214744
"gene_688",0.0532288207389689,0.0584279407722974
"gene_689",0.100723371155657,0.11079159924678
"gene_690",0.0531154096493549,0.0583162039835619
"gene_691",0.0404399759514196,0.0443657478980578
"gene_692",0.0963825045286902,0.105823462436865
"gene_693",0.101850939584045,0.112170149604527
"gene_694",0.1010533710338,0.110802305269199
"gene_695",0.138604854337465,0.152056618890732
"gene_696",0.0714656087410074,0.0785373483099499
"gene_697",0.114903505607653,0.126211910200697
"gene_698",0.047041766120917,0.0516481853172739
"gene_699",0.0496072748243018,0.0545027590463196
"gene_700",0.082200779967676,0.0905307763754369
"gene_701",0.0553361316798036,0.060811277501192
"gene_702",0.136750688868165,0.150333545399493
"gene_703",0.171177166259458,0.189103388389759
"gene_704",0.100883131939998,0.110654995294498
"gene_705",0.0507438217888653,0.0556848714902474
"gene_706",0.0602829874075573,0.0662716957852274
"gene_707",0.0567788500777552,0.0623231191948519
"gene_708",0.0484738740922128,0.0532438073924179
"gene_709",0.0640899649222614,0.0704561586651564
"gene_710",0.0773126231694975,0.0852785975775464
"gene_711",0.0379636570656137,0.0416495403004091
"gene_712",0.0585902590425614,0.0642943461777343
"gene_713",0.052731972481734,0.0579412500811337
"gene_714",0.0435491725262708,0.047794345125324
"gene_715",0.109896285528923,0.120626425839388
"gene_716",0.0691100782225885,0.0758498406113268
"gene_717",0.0981647640294032,0.109747755859779
"gene_718",0.0582888673117312,0.0640058555790699
"gene_719",0.0408960935726846,0.0448815640605605
"gene_720",0.115323645122221,0.126866527806744
"gene_721",0.0407500400976525,0.0447061534186087
"gene_722",0.0466940071682666,0.0512276383829296
"gene_723",0.0538392360904491,0.059119803888954
"gene_724",0.0656246463703271,0.0721040103874532
"gene_725",0.0524056412180897,0.0575057790587847
"gene_726",0.0405409490571589,0.0444826156208672
"gene_727",0.0444212366657129,0.0487873607568919
"gene_728",0.0695842556392623,0.0764983791143228
"gene_729",0.081601038700632,0.0895646042245739
"gene_730",0.0454919844849076,0.0499234014695629
"gene_731",0.113143188749157,0.124154246680659
"gene_732",0.156306299962456,0.17148018503866
"gene_733",0.0547699104612542,0.0600965912482873
"gene_734",0.0423887923631534,0.0465082049050063
"gene_735",0.057111668500803,0.0627203160955258
"gene_736",0.218801517704193,0.24113821755072
"gene_737",0.081163784559231,0.0891791627033948
"gene_738",0.0509918980172154,0.0560242297865664
"gene_739",0.0534872792346337,0.0587353486462408
"gene_740",0.131993929285442,0.15189324888332
"gene_741",0.0447027731048905,0.0490555258825272
"gene_742",0.0619303743277671,0.0679853484804031
"gene_743",0.0433123277770847,0.0475836857413941
"gene_744",0.0563848497901237,0.0619568577645662
"gene_745",0.106778399911452,0.11786331653386
"gene_746",0.0421281335243079,0.0462321440031795
"gene_747",0.178461024707052,0.197525692955503
"gene_748",0.10860146391642,0.119496991171253
"gene_749",0.0599284252213878,0.0658049338617908
"gene_750",0.0600117584747271,0.0659470528862271
"gene_751",0.0674258303366555,0.0739962140132691
"gene_752",0.0737839298740676,0.0809567022918783
"gene_753",0.204864551735029,0.224708589945129
"gene_754",0.0626794893182718,0.069002455583852
"gene_755",0.105930255172145,0.116215111191535
"gene_756",0.050908820252887,0.0558755464365632
"gene_757",0.0421980110225904,0.0463520224938878
"gene_758",0.0384337019970611,0.042164170598078
"gene_759",0.0956613617006126,0.10490600512393
"gene_760",0.0467749876287192,0.0513181267075368
"gene_761",0.119988989759591,0.132145107365469
"gene_762",0.0413351420946014,0.045349235772548
"gene_763",0.0553225363441583,0.0608711449546737
"gene_764",0.0701973092922045,0.0773067422261198
"gene_765",0.0732487683557485,0.0804558911679502
"gene_766",0.167164831128412,0.183327742946391
"gene_767",0.0460026035884537,0.0504706064660844
"gene_768",0.108133781712321,0.118919993998484
"gene_769",0.122661252960311,0.135075631300195
"gene_770",0.0493201206705188,0.0541269697377028
"gene_771",0.0455152344791214,0.0499346159949351
"gene_772",0.115797987477815,0.127344583844214
"gene_773",0.0438773503255292,0.0481496152612811
"gene_774",0.0458012069825369,0.0502724078262539
"gene_775",0.0471611993421917,0.0517372661143829
"gene_776",0.0430304389797413,0.0472057053678066
"gene_777",0.078878917673363,0.0865928192550101
"gene_778",0.0581206668627703,0.0639495051885894
"gene_779",0.0380400742328861,0.0417544007099511
"gene_780",0.0390696621566598,0.0429063090725148
"gene_781",0.0653601234803479,0.0717327401525725
"gene_782",0.060905278472891,0.0668249627144148
"gene_783",0.116641193599247,0.128007431874166
"gene_784",0.0515744568558478,0.0565915389316533
"gene_785",0.0409365246305626,0.0449149264490208
"gene_786",0.0418705658515032,0.0459715474769968
"gene_787",0.051263535140054,0.0562422128507003
"gene_788",0.0408115399577858,0.044777705526852
"gene_789",0.234222758050025,0.257551079939278
"gene_790",0.0748666963624383,0.0828598758368684
"gene_791",0.043372952557844,0.0475865305525791
"gene_792",0.123347926888647,0.136030672240575
"gene_793",0.0573424549268071,0.0630303660202136
"gene_794",0.0961753563626075,0.106519060258631
"gene_795",0.0408778970886152,0.0448825690114954
"gene_796",0.036947132549375,0.0405355194493011
"gene_797",0.0582041515111276,0.0639739065706855
"gene_798",0.0405244963981093,0.0444609604451452
"gene_799",0.0473571636765743,0.0519663507264581
"gene_800",0.0627313675386096,0.0689368811309803
"gene_801",0.0456189871458858,0.0501661084571663
"gene_802",0.0777707465681722,0.0855048611697769
"gene_803",0.0552611542580637,0.0607080811282645
"gene_804",0.11941776092827,0.13104073822344
"gene_805",0.0451858080287115,0.0496148201686007
"gene_806",0.0687729362233644,0.0754695021901995
"gene_807",0.056856018302165,0.0623978704882626
"gene_808",0.23689640283832,0.260492123329943
"gene_809",0.0459678696416253,0.0504300420338944
"gene_810",0.0412085311817217,0.0452084493002166
"gene_811",0.0849690989422468,0.0932458349236779
"gene_812",0.097866875124862,0.112612512886
"gene_813",0.067154276175096,0.0737084883025971
"gene_814",0.0568026876862416,0.0623170654689258
"gene_815",0.0606108160192091,0.0665630487516466
"gene_816",0.0556191365635973,0.0610979642670661
"gene_817",0.147040761745806,0.161760829543454
"gene_818",0.0832574988245516,0.0913409925859255
"gene_819",0.0666230123998473,0.0739560310579939
"gene_820",0.0382865182881703,0.0420202202737943
"gene_821",0.0705447900717969,0.0780748641278686
"gene_822",0.261208372740887,0.287824928316583
"gene_823",0.0397846588162041,0.0436536811720041
"gene_824",0.0553985359890556,0.0609023518791894
"gene_825",0.0396896197638719,0.0435460595623054
"gene_826",0.132785935109269,0.147157704243749
"gene_827",0.0547371958635873,0.0600509713493808
"gene_828",0.0612231559796337,0.0673136316162459
"gene_829",0.0456222739513424,0.0500839974015397
"gene_830",0.0558814482074216,0.0614846363324897
"gene_831",0.069891985538531,0.0771409428866952
"gene_832",0.076671463618729,0.0842631497844025
"gene_833",0.0548404060880677,0.0602166726061887
"gene_834",0.117560857427878,0.129805373360185
"gene_835",0.254867258986286,0.280824555864429
"gene_836",0.0419493178559325,0.0460327669357567
"gene_837",0.0612098585736895,0.0671730418795469
"gene_838",0.172651878970652,0.19006779858225
"gene_839",0.0417839545584092,0.0458409069724683
"gene_840",0.0698952330559686,0.0805309087595234
"gene_841",0.0420384801141129,0.0461382287634545
"gene_842",0.0512019337488125,0.0561702631733177
"gene_843",0.0478343684175045,0.0524971254352635
"gene_844",0.214291212963448,0.234985355166237
"gene_845",0.0594487317977383,0.065228887834166
"gene_846",0.124364218485504,0.136411994194043
"gene_847",0.127460932321444,0.139909221347506
"gene_848",0.0692982484982722,0.0764307472041191
"gene_849",0.140862210636924,0.154844446040586
"gene_850",0.0608068063038162,0.0667170116202991
"gene_851",0.0639423480949154,0.0701599283869073
"gene_852",0.0407728028604248,0.0447390446509413
"gene_853",0.0606228797295902,0.0666035380051559
"gene_854",0.0657132253867872,0.0721629866953979
"gene_855",0.0440931308801216,0.0483853967552626
"gene_856",0.0459815280141447,0.050447712593258
"gene_857",0.0526919788726095,0.0578068641986653
"gene_858",0.0880781280966272,0.0968794141162846
"gene_859",0.0401864190592525,0.0440860940289866
"gene_860",0.117225741989132,0.128601652310946
"gene_861",0.0472205951640167,0.0518050410489789
"gene_862",0.0527145572799461,0.0579791525655632
"gene_863",0.0653841636605278,0.0718348517238181
"gene_864",0.0391747823828571,0.0429767872353401
"gene_865",0.0776687237386655,0.0856748849747029
"gene_866",0.0431655624624618,0.0473664699462231
"gene_867",0.090810839364088,0.0999089471024354
"gene_868",0.121954298401894,0.133908072709392
"gene_869",0.0804897686400832,0.0888379500241463
"gene_870",0.0714058696039865,0.0785170785354896
"gene_871",0.0396899869556944,0.043553195402824
"gene_872",0.0970371268650079,0.106532664516999
"gene_873",0.0684679832865883,0.0752578751371094
"gene_874",0.0716960468368033,0.0787512243600665
"gene_875",0.0439524114027362,0.048234751600602
"gene_876",0.178149704379232,0.195495796383568
"gene_877",0.0463391220640383,0.0508596483186793
"gene_878",0.0492479406951403,0.0541318914731603
"gene_879",0.0384623767229875,0.0422276841209955
"gene_880",0.0604581255439246,0.0664447404737977
"gene_881",0.0518434065757245,0.0568957807603587
"gene_882",0.05441080047074,0.0597387604227473
"gene_883",0.0861841051409497,0.0945729318746243
"gene_884",0.060060468500282,0.0666587160119424
"gene_885",0.0465671431841121,0.0510980683049089
"gene_886",0.0516997006752612,0.0567632273646917
"gene_887",0.0449609636050946,0.0493364527347929
"gene_888",0.0567113872427079,0.0622420196027389
"gene_889",0.0449256586537738,0.0493567860191136
"gene_890",0.111795595190275,0.122583049883055
"gene_891",0.107930066473803,0.118673893270553
"gene_892",0.0602680738233006,0.0663450412933399
"gene_893",0.115859281747249,0.127355751417527
"gene_894",0.129657647514403,0.142463227673577
"gene_895",0.0575338502101498,0.0632031926497471
"gene_896",0.0727399629444952,0.0802224540393862
"gene_897",0.110004331576688,0.120835905051086
"gene_898",0.192998986111875,0.212000388962012
"gene_899",0.166260428043113,0.182961360680958
"gene_900",0.0428224050861428,0.047053278970256
"gene_901",0.0460471988195899,0.0518984214655678
"gene_902",0.124852084562279,0.137316377411869
"gene_903",0.0859967224962924,0.0943423371476824
"gene_904",0.0449435658645447,0.0493043829814339
"gene_905",0.0484102471335667,0.0531226759330124
"gene_906",0.0793701000262168,0.0872490522709533
"gene_907",0.0430097289454897,0.0471851483482535
"gene_908",0.0378370256647018,0.0415158659306287
"gene_909",0.0650752311531149,0.0714774091358239
"gene_910",0.0614049105834213,0.0674709346436983
"gene_911",0.0474166682126051,0.0520258366192363
"gene_912",0.0476727021478928,0.0523799663136812
"gene_913",0.0488205462200855,0.0535596323596677
"gene_914",0.0422012840355843,0.0463054425312248
"gene_915",0.0559145726258186,0.0613477912039478
"gene_916",0.0476367949492557,0.0522803663534343
"gene_917",0.186224545830321,0.204263913648363
"gene_918",0.0749502797804016,0.0822681213675995
"gene_919",0.0637040860194901,0.0699717764332135
"gene_920",0.0452515757559101,0.0496583854636121
"gene_921",0.0411023129544087,0.045094512366985
"gene_922",0.0635214765128234,0.0697561475946471
"gene_923",0.077858636318851,0.0857690564852881
"gene_924",0.101314985580751,0.111513197353921
"gene_925",0.0509880552747109,0.0559761845557254
"gene_926",0.0355694485964553,0.0390217587837434
"gene_927",0.0584615916554212,0.0641606900567608
"gene_928",0.114459116341073,0.125978614704739
"gene_929",0.0608715871625857,0.0668297513312549
"gene_930",0.0491914986645196,0.0540442794053671
"gene_931",0.0501182553626416,0.0550474673449009
"gene_932",0.0548095860799516,0.0601608207618903
"gene_933",0.0446103522180704,0.0489431770440181
"gene_934",0.0489230954571053,0.0536699462471959
"gene_935",0.104180244831012,0.114367022575579
"gene_936",0.0695236601616679,0.076374570710173
"gene_937",0.0643221563921261,0.0705897750609262
"gene_938",0.178979445931614,0.196174781537976
"gene_939",0.05022476636195,0.0551099126760765
"gene_940",0.0381363007406638,0.0420881312067859
"gene_941",0.136355457633312,0.14971230827279
"gene_942",0.0618062361081125,0.0678684616233296
"gene_943",0.0412789497606077,0.0452884334930915
"gene_944",0.0721051068711079,0.0791633071036239
"gene_945",0.0421649603771905,0.0462706410695252
"gene_946",0.136648354389922,0.149834874321353
"gene_947",0.114094325974297,0.125902918819416
"gene_948",0.13944355572024,0.153036977690748
"gene_949",0.0731451070352252,0.083610046626165
"gene_950",0.0776756724968791,0.0855161270821772
"gene_951",0.0534507454091384,0.0586528551240736
"gene_952",0.0774838529995531,0.085352944708386
"gene_953",0.0461892405527072,0.0506869005309186
"gene_954",0.0524951044000515,0.0575945441073696
"gene_955",0.0369558386623375,0.040542547268111
"gene_956",0.0354678073658748,0.0389124157750418
"gene_957",0.0573071026218682,0.0629532061489878
"gene_958",0.0501149847858355,0.0549923344470779
"gene_959",0.0516427875161711,0.0568535130161549
"gene_960",0.0511373395422123,0.0561370045345817
"gene_961",0.0451942029972892,0.0495895872453389
"gene_962",0.0431996364720311,0.0474078233618755
"gene_963",0.0602133469025979,0.066090739298135
"gene_964",0.0381860390417144,0.0419018969440492
"gene_965",0.0969871334858075,0.106980307613114
"gene_966",0.111412818619654,0.123097221019742
"gene_967",0.154977443099188,0.17072951160694
"gene_968",0.0595396527246327,0.0653485653720352
"gene_969",0.0417447923787968,0.0458088805711956
"gene_970",0.0833675597547528,0.0918408152206688
"gene_971",0.0740729864290828,0.0815891424477574
"gene_972",0.0719045431840585,0.0789966136487649
"gene_973",0.0463010292662512,0.0508079763353153
"gene_974",0.0438691443777128,0.0481582097677571
"gene_975",0.197659673868705,0.216587756811145
"gene_976",0.103885263413238,0.116624948079996
"gene_977",0.120514967090256,0.132596023196114
"gene_978",0.0464714877437791,0.0509897232344014
"gene_979",0.0416542730522247,0.045702142023399
"gene_980",0.0560114132799463,0.0614955068333521
"gene_981",0.147831128784174,0.162612834744003
"gene_982",0.0643246923052269,0.0712343665732375
"gene_983",0.169613446875261,0.186912789349128
"gene_984",0.0639927954419461,0.0705063718459758
"gene_985",0.170248753670119,0.188873464825192
"gene_986",0.0814412054029046,0.089329241079595
"gene_987",0.0397538820117014,0.0436223496077684
"gene_988",0.0840953995653383,0.0924564497030329
"gene_989",0.076191987638917,0.083621726942436
"gene_990",0.0417611400266198,0.045815959594641
"gene_991",0.0502185126850067,0.0551189849109636
"gene_992",0.221714406983501,0.244622708610844
"gene_993",0.0430938329503936,0.0473030577862298
"gene_994",0.138725958867011,0.152323175895882
"gene_995",0.0638399487944336,0.0700925652647652
"gene_996",0.0448705388336321,0.0492459648168153
"gene_997",0.109972756329693,0.120851904804819
"gene_998",0.0647841033010675,0.0711679146552696
"gene_999",0.0459115242275115,0.0503827488675644
