"gene","SE_Intercept","SE_batch_B_vs_A","SE_batch_C_vs_A","SE_condition_treated_vs_control"
"gene_358",0.152949653730063,0.187137724609773,0.188024438127663,0.153227257806607
"gene_359",0.0768086196281366,0.0941267065083352,0.0938834360165246,0.0767443416704349
"gene_360",0.0842031282132507,0.103106837181074,0.103039837501712,0.0841614554030935
"gene_361",0.122096972803744,0.148665178676977,0.151402088524142,0.122693131002317
"gene_362",0.409987224667834,0.494824400139379,0.503399492260793,0.405062349816841
"gene_363",0.0979420123476992,0.119799251990035,0.119916142818681,0.0978213073492892
"gene_364",0.106227438342387,0.128926522014391,0.132078490616844,0.10659556623064
"gene_365",0.120823756910951,0.149897690294816,0.146598315821535,0.121120437267357
"gene_366",0.15483311124491,0.187922219893966,0.189734335736486,0.154049324365131
"gene_367",0.115447212120694,0.14247545375973,0.142367143807801,0.116298093029515
"gene_368",0.106324856438847,0.130297329544111,0.129908104957938,0.106281831347766
"gene_369",0.0941949956396276,0.11607547090953,0.117077396403272,0.0952420000025825
"gene_370",0.158467489620645,0.192589180188099,0.192816576143283,0.15663657048659
"gene_371",0.462332461878494,0.567903852962534,0.573700233225271,0.465832873676539
"gene_372",0.103748202720233,0.127344189609246,0.12779514882593,0.104278832172605
"gene_373",0.359308569607218,0.433276258435553,0.437291252676666,0.354670019266794
"gene_374",0.210265112546128,0.2544675832355,0.258112660899712,0.208839480318455
"gene_375",0.448321543751042,0.55944384455614,0.552987122678287,0.455810667409202
"gene_376",0.0950629764079357,0.116326241043181,0.116318272292144,0.0949593188170534
"gene_377",0.229299768948681,0.281677718745077,0.282681921281321,0.230683271073132
"gene_378",0.102239101986489,0.125523404104109,0.124996573164492,0.102231539968007
"gene_379",0.223143684173992,0.272146685245328,0.272128282498363,0.221975642401506
"gene_380",0.0893216788935152,0.109276155636022,0.109467011974721,0.0892913844550782
"gene_381",0.0890924242267133,0.109109692341111,0.109130381906311,0.089098051601217
"gene_382",0.201815018413033,0.245670650460871,0.246671348041554,0.200698933232808
"gene_383",0.0896554301809868,0.109773067727428,0.109817254260521,0.0896489502186285
"gene_384",0.427130857925963,0.525188621643207,0.519908366899382,0.427216225281337
"gene_385",0.0896592730406258,0.109781320740575,0.109867840701634,0.0896717668461963
"gene_386",0.282363378449678,0.340205771153248,0.342831831401015,0.277735883724676
"gene_387",0.119557817884709,0.144979783769661,0.146600120825426,0.118897979670469
"gene_388",0.0856641067611023,0.104725768572297,0.104864483502815,0.0855221466232712
"gene_389",0.109572002896162,0.133848078329693,0.134553988530665,0.109490711276073
"gene_390",0.232108262372383,0.282805453776668,0.283407371137091,0.230440706725256
"gene_391",0.0990068983510815,0.121042634546871,0.120683737610703,0.0985248580871704
"gene_392",0.227529223322991,0.278009710749618,0.280334458087975,0.228054757028257
"gene_393",0.105578118300334,0.128602123441126,0.128460651261079,0.104902740407123
"gene_394",0.32828207136241,0.397503698040205,0.398926613557019,0.324008764557091
"gene_395",0.13408125188419,0.162791348038171,0.164444691230705,0.133414710168054
"gene_396",0.0752416251407636,0.092360293007076,0.0924241552037684,0.0754328157621641
"gene_397",0.224373794473097,0.273860063599871,0.276182619919488,0.224634433971686
"gene_398",0.100029502080505,0.12231365889458,0.122535411641271,0.0999063239443478
"gene_399",0.43600363905217,0.532684568367294,0.532002613579788,0.434731429997584
"gene_400",0.153217668770422,0.185994026919316,0.187195471867133,0.151792315046734
"gene_401",0.20703811000842,0.254870591775642,0.251242295890579,0.206289900915792
"gene_402",0.161512610156869,0.194474204330054,0.196144242009007,0.158214522002185
"gene_403",0.334529077790464,0.406736041702275,0.404781174522442,0.328197873679746
"gene_404",0.132469470215238,0.161878130315498,0.161522154107202,0.132312597621037
"gene_405",0.0927471594915841,0.113476306819824,0.113375398680125,0.0926282628337459
"gene_406",0.132722545004622,0.162145680964503,0.163195785040156,0.132742725190061
"gene_407",0.10288603918462,0.126207707290764,0.125758906290487,0.102873271512503
"gene_408",0.0885080755956617,0.108329718884342,0.108564492900535,0.0885530697877034
"gene_409",0.10165453031416,0.124540046677414,0.124906345901859,0.101851612701484
"gene_410",0.109460323742575,0.133924625859558,0.133735295215064,0.1092684728771
"gene_411",0.460391965490602,0.561137216781515,0.565100327468874,0.459371523231795
"gene_412",0.35582722600714,0.4357723099323,0.437900759333882,0.357068608351971
"gene_413",0.0942145065734366,0.115410757319674,0.115376259804332,0.0942191764258341
"gene_414",0.11113267080657,0.135896938721474,0.136158460575989,0.111055809927691
"gene_415",0.0819244929118101,0.100318400487221,0.1003205235641,0.081887259041754
"gene_416",0.0758961364897707,0.0929917724841353,0.0929764155729127,0.0759363131192498
"gene_417",0.106865918134877,0.130281896628922,0.130485832464626,0.106298423647698
"gene_418",0.103152815981133,0.12620820571829,0.126507389776577,0.103189907273736
"gene_419",0.0863780859906833,0.10577683531993,0.10579588593914,0.0863712558829269
"gene_420",0.115954607404135,0.140841780926348,0.14193711669919,0.115326902495325
"gene_421",0.126770535186678,0.154634932760089,0.153937210080027,0.125559836375688
"gene_422",0.142807627022487,0.174071183128699,0.174330915627729,0.142140076350414
"gene_423",0.099075424628706,0.121082591517413,0.121446152979701,0.0990370237646989
"gene_424",0.106607696694616,0.129979709322002,0.131233338949545,0.10657239163215
"gene_425",0.446417167522998,0.547896366709603,0.54504301088877,0.446733821094879
"gene_426",0.366073213951047,0.442109038908549,0.444924006775548,0.361183275478058
"gene_427",0.125772392738558,0.153787890443737,0.153350923789455,0.125393890445754
"gene_428",0.0921396740550002,0.112765001624333,0.112802063508286,0.0920781612645766
"gene_429",0.158097856751567,0.194130441146851,0.194398228117441,0.158716808565198
"gene_430",0.0847043857434517,0.103745400104084,0.103722327473871,0.0847025820692588
"gene_431",0.0976916631363201,0.119589595720372,0.119622261489296,0.097648666216475
"gene_432",0.0908071006924854,0.110807161580899,0.110938856863575,0.0905445472284102
"gene_433",0.112524403742972,0.139190221201608,0.137477673909281,0.113121294252856
"gene_434",0.102197222762574,0.124989966384926,0.125342311504238,0.102207970544992
"gene_435",0.0753308045221974,0.0922511251801313,0.0922598527122876,0.07532234411078
"gene_436",0.344739079047513,0.421911692832204,0.424686683672506,0.346394305996207
"gene_437",0.449307365241713,0.547969611222622,0.553808651746512,0.449778913730766
"gene_438",0.265717933761206,0.326883084267878,0.319427240141757,0.263010073978061
"gene_439",0.0925630041931011,0.112318481783174,0.112572336711868,0.0913332454185555
"gene_440",0.42857598631159,0.520556139094891,0.525999666174585,0.426381500042656
"gene_441",0.361681871350622,0.449004473675821,0.442537688687203,0.366264371508621
"gene_442",0.141408440554759,0.173098979651655,0.17445756067072,0.141943983682482
"gene_443",0.081916037008797,0.100317908469965,0.100330425606564,0.081923960185642
"gene_444",0.13247960543211,0.161906651145732,0.162129286577487,0.132067984004727
"gene_445",0.268593076844224,0.320630091404976,0.321778127262239,0.258311948173281
"gene_446",0.13563432190799,0.165106321834347,0.164536069027605,0.134214261299464
"gene_447",0.098820174597686,0.121195312077594,0.121237651307274,0.0989909591861506
"gene_448",0.181881750173797,0.225477732839153,0.22261790352042,0.183322502865692
"gene_449",0.243226780181716,0.302612242837345,0.303023014898211,0.248575304175961
"gene_450",0.117320543723417,0.142928510184124,0.14271315524655,0.116560766409797
"gene_451",0.114876328055564,0.140794884097133,0.14051356425501,0.114777408691616
"gene_452",0.0881239206948245,0.107770953860444,0.107899511144109,0.0880207590185907
"gene_453",0.401390708658588,0.494672052054967,0.491493790072848,0.403147932974937
"gene_454",0.0797385223874065,0.0975207865108272,0.0976603334873371,0.0796590867559628
"gene_455",0.0949754183343228,0.116281951713522,0.116335555071209,0.0949662164825267
"gene_456",0.401013252868471,0.484750201765294,0.503313434979412,0.403251026834187
"gene_457",0.104011596137127,0.127158115931404,0.12762734393197,0.103979579711916
"gene_458",0.142373538439329,0.173220109757692,0.173812009676087,0.141282338846498
"gene_459",0.105265172815716,0.128816886066895,0.129209250883325,0.105359808095385
"gene_460",0.132707503277223,0.163379851153122,0.164708743414089,0.134280994037383
"gene_461",0.143501020758184,0.174966098295364,0.176337874241034,0.143159580011004
"gene_462",0.415259824739199,0.50393920024652,0.507625671801118,0.412319378571418
"gene_463",0.359124823949826,0.426631905077078,0.434288001584774,0.348037337917351
"gene_464",0.106647080160401,0.130305239836536,0.130793860586178,0.106568584027118
"gene_465",0.218185912958832,0.268720150032661,0.275493246441301,0.223097481191887
"gene_466",0.0837290224801321,0.102458685913189,0.102671329765411,0.0837510255676761
"gene_467",0.0800122567005124,0.0979935116876438,0.0980638176998284,0.0800439542584082
"gene_468",0.277355807490404,0.337278179673004,0.338930602853346,0.276208968713657
"gene_469",0.0785919112474232,0.0962258731088297,0.0962339290190519,0.0785711661002415
"gene_470",0.414417819928691,0.508844667960993,0.501434030981455,0.415793744582509
"gene_471",0.0978786172984253,0.119373841688571,0.119810741231935,0.0975081318820102
"gene_472",0.0895466884614861,0.10964652387292,0.109884524505323,0.0896472666945694
"gene_473",0.115079260418931,0.141223534148037,0.141796221233416,0.115753498714109
"gene_474",0.128737423570852,0.157597819530085,0.157598056532939,0.128576588781829
"gene_475",0.315508294957727,0.383114974007948,0.375589899193974,0.308087190316144
"gene_476",0.168194639616871,0.209459274530778,0.207442999284225,0.170796147834449
"gene_477",0.163339082884153,0.200091283340138,0.200908019250977,0.163746394513897
"gene_478",0.128174720555902,0.156806814624067,0.156576809995293,0.128006411734088
"gene_479",0.158885584408276,0.195634167685963,0.195929563110443,0.160105586235232
"gene_480",0.149144111389425,0.183243418432879,0.183265067434143,0.149726549338405
"gene_481",0.0932577744787912,0.114122313077844,0.114211124298391,0.0932123458491016
"gene_482",0.0958424540412094,0.117890807818299,0.117049586668162,0.0958646631936474
"gene_483",0.240028163258829,0.293026877531541,0.29518908584598,0.23968783766559
"gene_484",0.0832211140771563,0.101909874407889,0.101961023130947,0.083236857438403
"gene_485",0.0987719242976955,0.120612732410711,0.120324019162084,0.0982311265813595
"gene_486",0.0901429529394092,0.110235813955795,0.110201727013327,0.0899481600644324
"gene_487",0.14740370252696,0.181621922360443,0.181805704660198,0.148779606316963
"gene_488",0.150376482784243,0.181737127888297,0.182140088760194,0.147718638320364
"gene_489",0.0977293486049106,0.120006048951439,0.119521653061589,0.0977232334327349
"gene_490",0.101783622432692,0.125025771790687,0.124920255251804,0.10206772673742
"gene_491",0.120765184457644,0.14752177567287,0.149329822426848,0.121338515783004
"gene_492",0.139876845142802,0.168189749831965,0.169866719606498,0.137331262797245
"gene_493",0.149581584807133,0.181805315386375,0.183828119946914,0.149114299709599
"gene_494",0.131901476066475,0.15994028926713,0.162428099383022,0.131542911322618
"gene_495",0.118631885107658,0.144611216934013,0.143940257882849,0.117524272957468
"gene_496",0.0748932102958662,0.091712703886856,0.0917200466116705,0.0748844061367628
"gene_497",0.18517926060496,0.230351855300401,0.22620444624136,0.1867154791205
"gene_498",0.144002313463147,0.176647908736995,0.177492337570006,0.144761174254177
"gene_499",0.0775474485581445,0.0947848922456425,0.0947075907911579,0.0772728077762106
"gene_500",0.0795655020395461,0.0974362312760583,0.0974420052169317,0.0795590480937257
"gene_501",0.360161071362599,0.441489051752845,0.453103995098886,0.366526484986045
"gene_502",0.109539699584761,0.132595271583172,0.133614653141023,0.108575238242502
"gene_503",0.0841639023878971,0.10292425546918,0.103294141319349,0.084218574871168
"gene_504",0.0897081750876709,0.109313369655013,0.110556913529639,0.0897878343379199
"gene_505",0.0969738284979595,0.118496040097352,0.119444957951143,0.0972075062503683
"gene_506",0.0908159310445585,0.11118091097938,0.111188305260207,0.0907643520049678
"gene_507",0.0886569200430197,0.108496460172588,0.108640054247352,0.0886366672699132
"gene_508",0.17537786206528,0.214427678802395,0.211670664851153,0.173648343819242
"gene_509",0.410501143653034,0.490127792250555,0.50199526748817,0.404299983355114
"gene_510",0.0795875935975773,0.0975102021930984,0.0975641078539658,0.079642465343662
"gene_511",0.110967963449969,0.135880629527033,0.135970091064232,0.110938120278172
"gene_512",0.108936533721313,0.133173467806455,0.133352390875297,0.108752596449259
"gene_513",0.125620404456827,0.154010990936244,0.155759419960195,0.126694811112596
"gene_514",0.0919501394182125,0.112610595599456,0.112584090954902,0.0919327038528294
"gene_515",0.084424711312873,0.103391948814358,0.103407091713704,0.0844261168382606
"gene_516",0.112922520690634,0.138277498343444,0.138326593323682,0.112919645571337
"gene_517",0.111854522114137,0.136916891176533,0.136806065549929,0.111666444380796
"gene_518",0.0917756381641364,0.112101240200015,0.112341552669085,0.091572291707107
"gene_519",0.13118752879456,0.159754711077835,0.159709247719659,0.129897947190215
"gene_520",0.104540037955189,0.127898561880096,0.128061429745397,0.104458906388494
"gene_521",0.127061953859537,0.155501308887952,0.155155411608419,0.126830089149756
"gene_522",0.113962490434795,0.139963593312817,0.139073183002391,0.113876100312364
"gene_523",0.134940975136696,0.164870916737193,0.165896961630945,0.135021179928569
"gene_524",0.087470305285115,0.106999336934818,0.10712186427958,0.0873824379663442
"gene_525",0.0908132020926418,0.110493610198891,0.110738271386841,0.0903332618046941
"gene_526",0.230368247397285,0.278686016789191,0.276722578705344,0.225756114472737
"gene_527",0.113802231155917,0.138813337336596,0.140478300668423,0.114084335442087
"gene_528",0.107766866724336,0.131418864693966,0.13218955736187,0.107481997426985
"gene_529",0.101149200945826,0.123950011211521,0.123754719870012,0.101084382537721
"gene_530",0.118897693477362,0.147396084868973,0.144625611406926,0.119459045494843
"gene_531",0.289948501514001,0.350537735368721,0.354616622044749,0.288866275386879
"gene_532",0.0930820024229181,0.113981895427887,0.113626137343465,0.0929239721883344
"gene_533",0.410043029104273,0.502441708006604,0.501243387267447,0.409872503011373
"gene_534",0.335917696042373,0.409883578105917,0.409343238300385,0.335352603410853
"gene_535",0.0913632289230949,0.111706894777352,0.112087392946277,0.0913101877633051
"gene_536",0.107204638274122,0.131064799510681,0.131356628065361,0.107066248572268
"gene_537",0.160716564945858,0.199326490632688,0.197116830438439,0.162039777235236
"gene_538",0.0930408420320733,0.113931630570212,0.113942246798106,0.0930264335277234
"gene_539",0.22264375640267,0.271184122351003,0.2729478238674,0.220865567457925
"gene_540",0.11865895873212,0.14503724467073,0.145889954357392,0.118924326982577
"gene_541",0.0952629883811499,0.116652202028701,0.116593339052572,0.0952189675256419
"gene_542",0.137569862898056,0.174318697546646,0.174515180956578,0.144314157516709
"gene_543",0.153030686586245,0.186523130283666,0.183785021841543,0.151132666541271
"gene_544",0.0845297862186118,0.103475147198631,0.103452033945315,0.0844543918389435
"gene_545",0.0885315445175676,0.108317320866186,0.108484958069202,0.0885039283022103
"gene_546",0.150255072720404,0.189823575698127,0.187527038841716,0.154803296096928
"gene_547",0.0876888867604151,0.107381878564618,0.107474894407444,0.0877201244990055
"gene_548",0.0900896020456141,0.110429175517527,0.110251021628071,0.0901006376043444
"gene_549",0.436716462143082,0.537013989817895,0.545692858503837,0.442196552578279
"gene_550",0.0984328397045642,0.121002055282726,0.120427906496936,0.0986122064219005
"gene_551",0.376457464746671,0.458692040010546,0.459745274304539,0.372971536227496
"gene_552",0.13284167811499,0.161886162098674,0.16269991940717,0.132308230404276
"gene_553",0.104366445964304,0.127442028930328,0.128475006371082,0.104504686501954
"gene_554",0.0884021230192975,0.108266619370236,0.10822836044491,0.0883758074466746
"gene_555",0.0837995851283311,0.102839321712358,0.102495701394101,0.0838731062124754
"gene_556",0.0858714005664617,0.105226559119519,0.105168200767878,0.0859064318697367
"gene_557",0.0858464267849703,0.105121221534121,0.105168306618011,0.0858474922829928
"gene_558",0.0892222735187973,0.109196334783978,0.109356456627837,0.0892287030339326
"gene_559",0.127062707552678,0.155339748313083,0.155124270571333,0.126629919812413
"gene_560",0.128774847368543,0.160056904652752,0.161185022500029,0.131610474323633
"gene_561",0.0967197814409713,0.118442794817968,0.118505443003148,0.0967281481458874
"gene_562",0.0921895060182289,0.11291426488637,0.112959137084334,0.0922195663052426
"gene_563",0.0878539108867653,0.107630533473335,0.107842504534009,0.0880492230496334
"gene_564",0.163028418853681,0.202126509838512,0.201514210557499,0.165411240883585
"gene_565",0.0868665371244286,0.106387422205218,0.106445422165297,0.0868904402875362
"gene_566",0.154785395326751,0.189235749311969,0.189483744695684,0.154670838482139
"gene_567",0.0765845147781328,0.0937340811009411,0.0937163063793249,0.0765039677246168
"gene_568",0.0816548298463801,0.100032537978858,0.099978044156906,0.0816571916354473
"gene_569",0.130967338899982,0.15914038160163,0.160081478612363,0.130008199348025
"gene_570",0.0972036971426776,0.119314072157053,0.118543763987386,0.0970575852504499
"gene_571",0.0863253518846919,0.105673385595128,0.105807091913621,0.086323853336724
"gene_572",0.0962881641741011,0.117966132725376,0.117850118734243,0.096394086322476
"gene_573",0.099935400164504,0.122556976632199,0.122330063486142,0.0999487934369547
"gene_574",0.0792818465116146,0.09704990265696,0.0971467883036505,0.0792734009201472
"gene_575",0.177774756140438,0.218329550214675,0.220071927160715,0.179319765659828
"gene_576",0.105375658099624,0.128960926748838,0.12846881627521,0.105034043450931
"gene_577",0.273321361507912,0.342545509776197,0.339673783776462,0.280318826704182
"gene_578",0.158782770852881,0.194833624398018,0.19714416559683,0.160447073334164
"gene_579",0.14843773839832,0.183033515491024,0.183061411018945,0.149746466020613
"gene_580",0.357042197192678,0.431284496314858,0.434671867845327,0.351200820950035
"gene_581",0.0869846730014801,0.106438321523383,0.106675846684752,0.0869930511720133
"gene_582",0.0941671793394146,0.115199288847043,0.115217147372899,0.094005457656356
"gene_583",0.181883753723902,0.22190951520946,0.222966769614712,0.181258186457101
"gene_584",0.0944613933097403,0.115670174070066,0.115695605186629,0.0944541255094688
"gene_585",0.100555753036383,0.123214959688368,0.122966313786496,0.100484592766547
"gene_586",0.0998778658124776,0.122228532082724,0.1228928747229,0.100083340354326
"gene_587",0.0894529627128241,0.109391191628492,0.10965110643465,0.0894213278371651
"gene_588",0.0935854893335872,0.114547628245274,0.114571178865462,0.0935274992104424
"gene_589",0.0880014569989347,0.107786270833941,0.107773294521683,0.0880051612755759
"gene_590",0.134486294188788,0.16541385626116,0.1657870987347,0.135414793799158
"gene_591",0.123851912993442,0.151345890864727,0.152358056873847,0.123978141417441
"gene_592",0.127512954819685,0.155255647907281,0.155620548705061,0.126758438208792
"gene_593",0.0997889510367906,0.122820436570605,0.122140262434171,0.100065473436938
"gene_594",0.391066945279359,0.477679805887277,0.476185773962862,0.387258916049046
"gene_595",0.0905819343130506,0.110567212845998,0.11116561400274,0.0905174312157466
"gene_596",0.0912222628108074,0.111756025697956,0.111857782354288,0.0913247534930371
"gene_597",0.097683568653392,0.119607526123763,0.119606247905406,0.0977003807392206
"gene_598",0.346534153884554,0.425134411056887,0.42665006735364,0.347500724944302
"gene_599",0.0936052811240005,0.115124280566113,0.115326129912972,0.0942775479600684
"gene_600",0.0761680211262384,0.0932606561961185,0.0933063156736529,0.0761657531117187
"gene_601",0.204646097069696,0.247334585771757,0.250312193807493,0.202555267401
"gene_602",0.163477035970098,0.19842500787118,0.203288025824107,0.164036183131634
"gene_603",0.150887808970826,0.18389727737556,0.185943616942535,0.151240063862666
"gene_604",0.133505950477682,0.164071346755289,0.163633647700728,0.133816004196218
"gene_605",0.0839913713569801,0.102892763804542,0.102853866507839,0.0839776991178795
"gene_606",0.134007348988885,0.162578173912953,0.163670046595998,0.132305819835444
"gene_607",0.135910397896111,0.165585319346652,0.168347889458487,0.136483858254952
"gene_608",0.170817296380872,0.20815316064556,0.213585525593068,0.172148832719373
"gene_609",0.135497579996393,0.16586325859032,0.166557864247898,0.135530459329702
"gene_610",0.109698480617608,0.133415457450553,0.132446539556848,0.108257385284289
"gene_611",0.102648489067409,0.125247896947175,0.125252155826789,0.102102734930374
"gene_612",0.0831658388742792,0.10261964885325,0.101803709118763,0.0835183270919033
"gene_613",0.130022815315652,0.15877698680781,0.160016445488851,0.130010355321363
"gene_614",0.435452431319782,0.552136221050437,0.533084861842033,0.444839419154575
"gene_615",0.0869302475535094,0.106096290769704,0.106363082273864,0.0866729965160631
"gene_616",0.154731169021249,0.188051475770015,0.188082012909109,0.153395978039729
"gene_617",0.136122574756357,0.166878987316135,0.165709682942632,0.135498832383208
"gene_618",0.164031292375529,0.199842483352949,0.205763939173589,0.166112704915082
"gene_619",0.0900298490438815,0.11027696824766,0.110261065000316,0.0900309016237244
"gene_620",0.0944794061940217,0.115620000022127,0.115786438259438,0.0944773068874895
"gene_621",0.121649866341266,0.146402757322831,0.148765890503398,0.120247415102741
"gene_622",0.106964714835726,0.130873489105945,0.131274944662793,0.107069224668239
"gene_623",0.191110481625074,0.234236488747498,0.233191188706367,0.190761559457827
"gene_624",0.0774331549268947,0.0948341730954111,0.0948984808050087,0.0774682936276392
"gene_625",0.135732576557252,0.165776814828765,0.168037077716611,0.136399426953712
"gene_626",0.0962685237986182,0.117642333159752,0.11744292644333,0.095980056778755
"gene_627",0.10700475426183,0.130992798477885,0.131693698665659,0.107393333623512
"gene_628",0.089074482766708,0.109135124129007,0.109147171652699,0.0891383561368063
"gene_629",0.131332462431789,0.161136829247889,0.162674948146539,0.132222447880677
"gene_630",0.329298582385031,0.403615098639977,0.399327108729936,0.327011728957357
"gene_631",0.102294467046563,0.124724664894643,0.125533327240634,0.102082726310225
"gene_632",0.0943587675845408,0.115249568518646,0.115727049281138,0.0942212155450546
"gene_633",0.091420803166429,0.11182636132883,0.112038718214542,0.0914004601457259
"gene_634",0.124400289911967,0.15226407370762,0.152442327727048,0.124432821077893
"gene_635",0.193318912922075,0.235014111977398,0.235581459341387,0.192249040168422
"gene_636",0.119392283336313,0.147705945340411,0.147932788796415,0.120999042237546
"gene_637",0.0903435645111988,0.110686040591038,0.110689562665994,0.0903847410336447
"gene_638",0.117475065036968,0.143407380736253,0.146225133682266,0.118468793595839
"gene_639",0.0795370112514825,0.0973537232056494,0.0974760148606488,0.0795429766931385
"gene_640",0.0812700066861032,0.0994885337767205,0.0995607843033445,0.0812520757197916
"gene_641",0.0947030317232268,0.11578629700207,0.115767889519816,0.0945494330473595
"gene_642",0.0807378936132324,0.0988491797099656,0.0988733986586566,0.0807132449572465
"gene_643",0.125571132216294,0.154031446024639,0.153440528012752,0.125619446827286
"gene_644",0.0891560583067582,0.109171822794336,0.109194965151196,0.0891476284404431
"gene_645",0.417886848422889,0.510260385316984,0.514563313389572,0.417495412130205
"gene_646",0.0990674628351541,0.121243200958783,0.120773081409225,0.0987553813255206
"gene_647",0.242329845433181,0.294893974372662,0.296547681813815,0.241053194975632
"gene_648",0.0998681740201361,0.122103859512533,0.12266755642226,0.0999686622541843
"gene_649",0.0930228090824731,0.113839630028281,0.113790639149649,0.0929120304963461
"gene_650",0.0779992451163491,0.0955210198219752,0.0955228491077062,0.0779896878851522
"gene_651",0.116623868711521,0.142098653676061,0.142616674516782,0.116147544242399
"gene_652",0.0852072309276927,0.104325375183941,0.104413710484411,0.0852201085567514
"gene_653",0.196796872850451,0.239422931644987,0.240228539219676,0.195631920259437
"gene_654",0.0734482474239285,0.0899360897079151,0.0899333863681543,0.0734256769964464
"gene_655",0.0985708809031582,0.120551929021281,0.120957953558298,0.0985910228383993
"gene_656",0.102683021181823,0.125143838825843,0.125840410979878,0.102430688131354
"gene_657",0.155201385907152,0.189865575024897,0.190845937475798,0.155546061723315
"gene_658",0.26256320537453,0.318543811807793,0.321693939420693,0.261338526863328
"gene_659",0.0951023436663509,0.116171506722582,0.1178434638513,0.09562883973584
"gene_660",0.175829264489133,0.215132640279295,0.2144970172375,0.175139994715793
"gene_661",0.104706182466581,0.127501647163118,0.128887266519791,0.104599424633875
"gene_662",0.121643571887679,0.147903456053911,0.149131423390564,0.121060934318054
"gene_663",0.0814865244196036,0.0997748112709536,0.0998135993199188,0.0814820603188565
"gene_664",0.077421714210277,0.0948451644490465,0.0949454105747389,0.0774778832508327
"gene_665",0.249140435053245,0.304216064522522,0.304227750861894,0.248306166740815
"gene_666",0.172659597993556,0.210427812826167,0.20974704251088,0.171014356763607
"gene_667",0.0831280997645003,0.101775927232518,0.101784178429262,0.0831089441384324
"gene_668",0.116695436842621,0.142652847956426,0.143035936102204,0.116605038360618
"gene_669",0.0983219811215693,0.120138799369791,0.120667578798767,0.0983343694177112
"gene_670",0.107139214000731,0.130412806603192,0.13101943281642,0.106675333654081
"gene_671",0.240848790145019,0.292707059943584,0.294713466710346,0.239333171412548
"gene_672",0.160369162700703,0.196896884722233,0.196421626678491,0.160456701294686
"gene_673",0.107625708703417,0.131366991347628,0.131311433896097,0.106932065249954
"gene_674",0.175468104883374,0.214870023429893,0.214811766144005,0.175328659607622
"gene_675",0.440543510329184,0.541831523042439,0.555130960560623,0.451029171371285
"gene_676",0.105660098493501,0.129490337984033,0.129912835844495,0.106047640345296
"gene_677",0.190045811764035,0.231270885908227,0.232186884057404,0.188840951946753
"gene_678",0.220394293424364,0.267616852205393,0.272321244297716,0.220481414833211
"gene_679",0.088008661252811,0.107765751002405,0.107764645732541,0.0879873251542133
"gene_680",0.074124046489034,0.090752420013379,0.0907780394303575,0.0741049857250462
"gene_681",0.0908713359172947,0.111251290325565,0.111328112295103,0.0908764335062502
"gene_682",0.0830325087705392,0.101725334074573,0.101712438681628,0.0830589752056848
"gene_683",0.076961233735608,0.0942719517411971,0.0942531103065141,0.0769648308084966
"gene_684",0.0888777507765095,0.109127258968711,0.108808124142567,0.0890425196061582
"gene_685",0.0924640880837525,0.113291787335566,0.113173359439984,0.0924599685848337
"gene_686",0.0994663056148539,0.121590851381404,0.121806467484242,0.0993377279580273
"gene_687",0.108849465066339,0.133578559051275,0.132955123394604,0.108774210737159
"gene_688",0.0944789549085657,0.115768158313419,0.115714727128309,0.0945072847945766
"gene_689",0.0777300468350142,0.095140568000721,0.0952299071224685,0.0777161591496708
"gene_690",0.0896785402761989,0.109854451573337,0.110012117861246,0.0897858120697236
"gene_691",0.0793547150890379,0.0970122197937136,0.0972184009353444,0.0792817285364427
"gene_692",0.148720123031333,0.182501096265569,0.182048568234772,0.148727031091304
"gene_693",0.0797747837406045,0.0978765068835426,0.0978122917100241,0.0798725704938198
"gene_694",0.188496107825698,0.232575614720502,0.229820065327139,0.188715526744046
"gene_695",0.323017725225928,0.394271027391527,0.395918546620869,0.322310041539736
"gene_696",0.184212583916421,0.22927576624209,0.229041844675244,0.187946739652409
"gene_697",0.130756289060013,0.15736977252102,0.16175423328761,0.129759489686079
"gene_698",0.10318489753041,0.126588549378056,0.126388275037768,0.103281963867846
"gene_699",0.173671617769429,0.212251203279998,0.212073016822319,0.173050387429346
"gene_700",0.235454775790356,0.288197148356804,0.287720249622811,0.235715088424236
"gene_701",0.107770437662841,0.134115309275906,0.133311631021499,0.109304467103146
"gene_702",0.107245545688728,0.13169523234286,0.131513715672729,0.107494928442811
"gene_703",0.122127135250054,0.149742016822092,0.150123940640592,0.12237709426828
"gene_704",0.166223992260566,0.202844824902003,0.203512965960108,0.166359354123381
"gene_705",0.095673864127815,0.11639213964074,0.11647782503453,0.0950265331114029
"gene_706",0.0846064023326597,0.103537390468584,0.103517799502862,0.0844988875250176
"gene_707",0.0822396980297598,0.100637039474839,0.100677089306844,0.0821619631048879
"gene_708",0.151367186272233,0.184247200705937,0.186764268782658,0.15145251595782
"gene_709",0.091791194894101,0.112333112320634,0.112517189571441,0.0918046185353733
"gene_710",0.0781406372169242,0.09564680762198,0.095723676039403,0.078125682788432
"gene_711",0.10241272130365,0.125029827528245,0.125632906564346,0.102358041557874
"gene_712",0.447298644261252,0.544150835587201,0.545819292381261,0.444653143694746
"gene_713",0.139324982461621,0.171465357444113,0.170831207559711,0.139844118927934
"gene_714",0.203383746903039,0.249287829822813,0.249317224235435,0.203664557623049
"gene_715",0.105753745263558,0.129273144915342,0.129299978667883,0.105466249396203
"gene_716",0.272972804978466,0.334848689924804,0.339103524612625,0.276530605638728
